wlhbdp@bdp-platform org.apache.nifi.registry:nifi-registry-data-model
wlhbdp@bdp-platform org.hibernate:hibernate-core
itfsw@QueryBuilder com.alibaba:easyexcel
wlhbdp@bdp-platform org.neo4j:neo4j-primitive-collections
wlhbdp@bdp-platform de.javakaffee:kryo-serializers
wlhbdp@bdp-platform org.apache.flink:flink-java
mybatis@velocity-scripting org.mybatis.scripting:mybatis-thymeleaf
codefollower@Tomcat-Research ognl:ognl
codefollower@Tomcat-Research commons-io:commons-io
yeshodhan@android-jaxb com.sun.xml.stream.buffer:streambuffer
wlhbdp@bdp-platform io.dropwizard.metrics:metrics-core
codefollower@Tomcat-Research org.apache.maven.wagon:wagon-provider-api
apache@maven-assembly-plugin io.fabric8:docker-maven-plugin
codefollower@Tomcat-Research org.mortbay.jasper:apache-el
wlhbdp@bdp-platform gg.jte:jte
airlift@slice org.iq80.leveldb:leveldb
eclipse-vertx@vertx-sql-client org.apache.jena:jena-iri
swagger-api@swagger-parser org.openapitools.swagger.parser:swagger-parser-v2-converter
wlhbdp@bdp-platform org.wso2.carbon.registry:org.wso2.carbon.registry.indexing
wlhbdp@bdp-platform org.wildfly.arquillian:wildfly-arquillian-common
wlhbdp@bdp-platform org.apache.flink:flink-json
hydromatic@morel org.apache.calcite:calcite-linq4j
wlhbdp@bdp-platform io.prestosql:presto-matching
codefollower@Tomcat-Research org.apache.geronimo.specs:geronimo-el_2.2_spec
codefollower@Tomcat-Research org.wso2.carbon:org.wso2.carbon.ui
datanucleus@datanucleus-core org.datanucleus:datanucleus-api-jdo
codefollower@Tomcat-Research javax.websocket:javax.websocket-api
vert-x3@vertx-service-discovery io.vertx:vertx-service-discovery
wlhbdp@bdp-platform org.apache.tez:tez-common
wlhbdp@bdp-platform io.debezium:debezium-connector-mysql
geosdi@geo-platform org.apache.tomee:openejb-jee
sofastack@sofa-tracer org.testcontainers:jdbc
wlhbdp@bdp-platform io.fabric8:fabric8-maven-core
codefollower@Tomcat-Research org.mortbay.jetty:jsp-api-2.1
wlhbdp@bdp-platform com.github.scribejava:scribejava-apis
mangstadt@ez-vcard commons-codec:commons-codec
apache@openwebbeans io.smallrye.config:smallrye-config
javaee@servlet-spec org.glassfish:javax.servlet
swagger-api@swagger-parser io.swagger:swagger-models
FasterXML@jackson-databind com.fasterxml.jackson.dataformat:jackson-dataformat-protobuf
wlhbdp@bdp-platform io.debezium:debezium-connector-postgres
snowflakedb@snowflake-jdbc com.azure:azure-identity
codefollower@Tomcat-Research javax.servlet:servlet-api
FasterXML@jackson-databind com.fasterxml.jackson.datatype:jackson-datatype-jsr310
wlhbdp@bdp-platform org.apache.spark:spark-sql_2.11
eclipse-vertx@vertx-sql-client io.vertx:vertx-pg-client
zuihou@lamp-util ch.qos.logback:logback-classic
datanucleus@datanucleus-core org.glassfish.hk2.external:asm-all-repackaged
codefollower@Tomcat-Research org.mortbay.jetty:servlet-api-2.5
wlhbdp@bdp-platform org.apache.bookkeeper:stream-storage-common
mangstadt@ez-vcard net.sf.biweekly:biweekly
wlhbdp@bdp-platform io.airlift:bytecode
rrd4j@rrd4j org.rrd4j:rrd4j
apache@openwebbeans org.apache.openwebbeans:openwebbeans-jsf
eclipse-vertx@vertx-sql-client io.vertx:vertx-jdbc-client
wlhbdp@bdp-platform io.prestosql:presto-client
spring-cloud@spring-cloud-stream-binder-kafka org.springframework.cloud:spring-cloud-stream-binder-kafka-core
wlhbdp@bdp-platform net.spy:spymemcached
vert-x3@vertx-grpc com.google.api.grpc:proto-google-cloud-datastore-v1
datanucleus@datanucleus-core org.easymock:easymock
datanucleus@datanucleus-core org.springframework:spring-core
apache@directory-server org.apache.directory.server:apacheds-core
javaee@servlet-spec javax.servlet:servlet-api
GateNLP@gate-core org.jboss.forge.furnace.test:arquillian-furnace-core
wlhbdp@bdp-platform org.apache.flink:flink-core
alibaba@Sentinel com.alibaba.csp:sentinel-core
jakartaee@rest javax.ws.rs:jsr311-api
zuihou@lamp-util com.stormpath.sdk:stormpath-sdk-api
mybatis@migrations org.mybatis:mybatis
datanucleus@datanucleus-core org.apache.xbean:xbean-asm7-shaded
antlr@antlr4 org.antlr:antlr-runtime
codefollower@Tomcat-Research org.glassfish:javax.enterprise.concurrent
wlhbdp@bdp-platform com.github.tomakehurst:wiremock
ShiftLeftSecurity@tinkergraph-gremlin org.apache.tinkerpop:tinkergraph-gremlin
